"SEX"	"mage"	"grp"	"firstmar"	"pct"
1	84	"HS"	0	0.0334
1	85	"ADV"	0	0.0102
1	85	"BS"	0	0.0645
1	85	"HS"	0	0.0253
1	86	"ADV"	0	0.0282
1	86	"HS"	0	0.0329
1	87	"ADV"	0	0.0111
1	87	"BS"	0	0.0052
1	87	"HS"	0	0.0053
1	88	"ADV"	0	0.0072
1	88	"BS"	0	0.0145
1	88	"HS"	0	0.0103
1	89	"ADV"	0	0.0471
1	89	"HS"	0	0.0016
1	90	"ADV"	0	0.013
1	90	"BS"	0	0.0183
1	90	"HS"	0	0.0169
1	91	"ADV"	0	0.0129
1	91	"BS"	0	0.005
1	91	"HS"	0	0.01
1	92	"ADV"	0	0.0125
1	92	"BS"	0	0.0085
1	92	"HS"	0	0.0084
1	93	"ADV"	0	0.0035
1	93	"BS"	0	0.0028
1	93	"HS"	0	0.0105
1	94	"ADV"	0	0.0147
1	94	"HS"	0	0.0072
2	15	"HS"	0	0.9225
2	16	"BS"	0	0.0177
2	16	"HS"	0	1.0232
2	17	"ADV"	0	0.0327
2	17	"BS"	0	0.0122
2	17	"HS"	0	1.7665
2	18	"ADV"	0	0.0519
2	18	"BS"	0	0.1548
2	18	"HS"	0	3.2035
2	19	"ADV"	0	0.0614
2	19	"BS"	0	0.4399
2	19	"HS"	0	4.0555
2	20	"ADV"	0	0.157
2	20	"BS"	0	1.1921
2	20	"HS"	0	4.0475
2	21	"ADV"	0	0.5153
2	21	"BS"	0	2.4523
2	21	"HS"	0	4.4192
2	22	"ADV"	0	1.2895
2	22	"BS"	0	4.9046
2	22	"HS"	0	4.4151
2	23	"ADV"	0	2.6223
2	23	"BS"	0	6.2253
2	23	"HS"	0	4.3124
2	24	"ADV"	0	4.6052
2	24	"BS"	0	7.0948
2	24	"HS"	0	4.1516
2	25	"ADV"	0	6.3067
2	25	"BS"	0	7.656
2	25	"HS"	0	3.9751
2	26	"ADV"	0	7.4928
2	26	"BS"	0	7.7266
2	26	"HS"	0	3.7674
2	27	"ADV"	0	8.0083
2	27	"BS"	0	7.0208
2	27	"HS"	0	3.4114
2	28	"ADV"	0	7.8255
2	28	"BS"	0	6.4267
2	28	"HS"	0	3.3334
2	29	"ADV"	0	7.178
2	29	"BS"	0	5.8488
2	29	"HS"	0	3.4615
2	30	"ADV"	0	6.4461
2	30	"BS"	0	4.9314
2	30	"HS"	0	2.9194
2	31	"ADV"	0	5.4823
2	31	"BS"	0	4.0065
2	31	"HS"	0	2.8657
2	32	"ADV"	0	4.4736
2	32	"BS"	0	3.3788
2	32	"HS"	0	2.4936
2	33	"ADV"	0	3.7634
2	33	"BS"	0	2.9837
2	33	"HS"	0	2.3844
2	34	"ADV"	0	3.394
2	34	"BS"	0	2.4037
2	34	"HS"	0	2.3652
2	35	"ADV"	0	2.6043
2	35	"BS"	0	2.1456
2	35	"HS"	0	2.0841
2	36	"ADV"	0	2.5024
2	36	"BS"	0	1.8502
2	36	"HS"	0	1.9872
2	37	"ADV"	0	1.8884
2	37	"BS"	0	1.6303
2	37	"HS"	0	1.9202
2	38	"ADV"	0	1.9168
2	38	"BS"	0	1.612
2	38	"HS"	0	1.7235
2	39	"ADV"	0	1.9748
2	39	"BS"	0	1.4927
2	39	"HS"	0	1.877
2	40	"ADV"	0	1.6515
2	40	"BS"	0	1.2714
2	40	"HS"	0	1.5967
2	41	"ADV"	0	1.449
2	41	"BS"	0	1.3379
2	41	"HS"	0	1.7005
2	42	"ADV"	0	1.1483
2	42	"BS"	0	1.1861
2	42	"HS"	0	1.6649
2	43	"ADV"	0	1.1965
2	43	"BS"	0	1.003
2	43	"HS"	0	1.6237
2	44	"ADV"	0	0.9739
2	44	"BS"	0	0.9865
2	44	"HS"	0	1.5935
2	45	"ADV"	0	0.874
2	45	"BS"	0	0.811
2	45	"HS"	0	1.2738
2	46	"ADV"	0	0.9352
2	46	"BS"	0	0.7995
2	46	"HS"	0	1.4686
2	47	"ADV"	0	0.7739
2	47	"BS"	0	0.8964
2	47	"HS"	0	1.3243
2	48	"ADV"	0	0.6698
2	48	"BS"	0	0.7184
2	48	"HS"	0	1.3548
2	49	"ADV"	0	0.7047
2	49	"BS"	0	0.9345
2	49	"HS"	0	1.4026
2	50	"ADV"	0	0.682
2	50	"BS"	0	0.6876
2	50	"HS"	0	1.0931
2	51	"ADV"	0	0.6851
2	51	"BS"	0	0.5783
2	51	"HS"	0	1.056
2	52	"ADV"	0	0.5525
2	52	"BS"	0	0.6094
2	52	"HS"	0	1.0561
2	53	"ADV"	0	0.5128
2	53	"BS"	0	0.5069
2	53	"HS"	0	0.9473
2	54	"ADV"	0	0.753
2	54	"BS"	0	0.4905
2	54	"HS"	0	0.765
2	55	"ADV"	0	0.4916
2	55	"BS"	0	0.3847
2	55	"HS"	0	0.7053
2	56	"ADV"	0	0.674
2	56	"BS"	0	0.3995
2	56	"HS"	0	0.7868
2	57	"ADV"	0	0.4755
2	57	"BS"	0	0.3716
2	57	"HS"	0	0.5972
2	58	"ADV"	0	0.497
2	58	"BS"	0	0.3703
2	58	"HS"	0	0.5482
2	59	"ADV"	0	0.3337
2	59	"BS"	0	0.2775
2	59	"HS"	0	0.4107
2	60	"ADV"	0	0.4341
2	60	"BS"	0	0.244
2	60	"HS"	0	0.4545
2	61	"ADV"	0	0.3551
2	61	"BS"	0	0.1805
2	61	"HS"	0	0.4209
2	62	"ADV"	0	0.3165
2	62	"BS"	0	0.1976
2	62	"HS"	0	0.3726
2	63	"ADV"	0	0.3173
2	63	"BS"	0	0.1922
2	63	"HS"	0	0.3113
2	64	"ADV"	0	0.2822
2	64	"BS"	0	0.1536
2	64	"HS"	0	0.2771
2	65	"ADV"	0	0.2701
2	65	"BS"	0	0.106
2	65	"HS"	0	0.2415
2	66	"ADV"	0	0.2098
2	66	"BS"	0	0.1015
2	66	"HS"	0	0.2029
2	67	"ADV"	0	0.124
2	67	"BS"	0	0.1061
2	67	"HS"	0	0.1967
2	68	"ADV"	0	0.147
2	68	"BS"	0	0.0353
2	68	"HS"	0	0.1835
2	69	"ADV"	0	0.2254
2	69	"BS"	0	0.0635
2	69	"HS"	0	0.1626
2	70	"ADV"	0	0.1443
2	70	"BS"	0	0.0886
2	70	"HS"	0	0.1574
2	71	"ADV"	0	0.0741
2	71	"BS"	0	0.0204
2	71	"HS"	0	0.1284
2	72	"ADV"	0	0.0932
2	72	"BS"	0	0.029
2	72	"HS"	0	0.1566
2	73	"ADV"	0	0.0693
2	73	"BS"	0	0.0283
2	73	"HS"	0	0.0906
2	74	"ADV"	0	0.0846
2	74	"BS"	0	0.0158
2	74	"HS"	0	0.0816
2	75	"ADV"	0	0.038
2	75	"BS"	0	0.0412
2	75	"HS"	0	0.1001
2	76	"ADV"	0	0.0153
2	76	"BS"	0	0.0197
2	76	"HS"	0	0.0555
2	77	"ADV"	0	0.022
2	77	"BS"	0	0.0065
2	77	"HS"	0	0.0726
2	78	"ADV"	0	0.0183
2	78	"BS"	0	0.0086
2	78	"HS"	0	0.0719
2	79	"ADV"	0	0.0359
2	79	"BS"	0	0.009
2	79	"HS"	0	0.0658
2	80	"ADV"	0	0.0226
2	80	"BS"	0	0.0404
2	80	"HS"	0	0.0631
2	81	"ADV"	0	0.0082
2	81	"BS"	0	0.0251
2	81	"HS"	0	0.0477
2	82	"ADV"	0	0.0291
2	82	"BS"	0	0.0043
2	82	"HS"	0	0.0617
2	83	"ADV"	0	0.0204
2	83	"BS"	0	0.0075
2	83	"HS"	0	0.0377
2	84	"HS"	0	0.0139
2	85	"ADV"	0	0.011
2	85	"BS"	0	0.0069
2	85	"HS"	0	0.0286
2	86	"BS"	0	0.0077
2	86	"HS"	0	0.011
2	87	"ADV"	0	0.0005
2	87	"BS"	0	0.0023
2	87	"HS"	0	0.0078
2	88	"BS"	0	0.0066
2	88	"HS"	0	0.0168
2	89	"ADV"	0	0.002
2	89	"BS"	0	0.003
2	89	"HS"	0	0.0163
2	90	"BS"	0	0.0044
2	90	"HS"	0	0.0039
2	91	"BS"	0	0.0045
2	91	"HS"	0	0.0077
2	92	"BS"	0	0.0078
2	92	"HS"	0	0.0023
2	93	"BS"	0	0.0032
2	93	"HS"	0	0.0098
2	94	"ADV"	0	0.0027
2	94	"HS"	0	0.0124
1	14	"NILF"	0	0.0045
1	15	"EMP"	0	0.0528
1	15	"NILF"	0	0.777
1	15	"UNEMP"	0	0.0847
1	16	"EMP"	0	0.1134
1	16	"NILF"	0	0.9635
1	16	"UNEMP"	0	0.361
1	17	"EMP"	0	0.2717
1	17	"NILF"	0	0.8038
1	17	"UNEMP"	0	0.7077
1	18	"EMP"	0	0.6726
1	18	"NILF"	0	1.3992
1	18	"UNEMP"	0	2.0662
1	19	"EMP"	0	1.1935
1	19	"NILF"	0	1.2942
1	19	"UNEMP"	0	2.1229
1	20	"EMP"	0	1.7846
1	20	"NILF"	0	1.6908
1	20	"UNEMP"	0	3.0213
1	21	"EMP"	0	2.5959
1	21	"NILF"	0	2.1686
1	21	"UNEMP"	0	3.7865
1	22	"EMP"	0	3.5195
1	22	"NILF"	0	2.4826
1	22	"UNEMP"	0	4.2324
1	23	"EMP"	0	4.0415
1	23	"NILF"	0	3.068
1	23	"UNEMP"	0	4.921
1	24	"EMP"	0	4.462
1	24	"NILF"	0	2.6265
1	24	"UNEMP"	0	4.3211
1	25	"EMP"	0	4.7878
1	25	"NILF"	0	2.7784
1	25	"UNEMP"	0	4.9669
1	26	"EMP"	0	5.4527
1	26	"NILF"	0	2.5854
1	26	"UNEMP"	0	4.1281
1	27	"EMP"	0	5.5763
1	27	"NILF"	0	2.965
1	27	"UNEMP"	0	4.4621
1	28	"EMP"	0	5.4361
1	28	"NILF"	0	2.7185
1	28	"UNEMP"	0	4.5397
1	29	"EMP"	0	5.2742
1	29	"NILF"	0	2.4189
1	29	"UNEMP"	0	4.3055
1	30	"EMP"	0	4.8073
1	30	"NILF"	0	2.7182
1	30	"UNEMP"	0	3.5684
1	31	"EMP"	0	4.3919
1	31	"NILF"	0	2.2498
1	31	"UNEMP"	0	3.3972
1	32	"EMP"	0	3.7016
1	32	"NILF"	0	2.3683
1	32	"UNEMP"	0	2.9638
1	33	"EMP"	0	3.3829
1	33	"NILF"	0	2.041
1	33	"UNEMP"	0	3.5937
1	34	"EMP"	0	3.1578
1	34	"NILF"	0	1.7779
1	34	"UNEMP"	0	2.72
1	35	"EMP"	0	2.7558
1	35	"NILF"	0	1.9682
1	35	"UNEMP"	0	3.4097
1	36	"EMP"	0	2.5211
1	36	"NILF"	0	1.6552
1	36	"UNEMP"	0	1.8987
1	37	"EMP"	0	2.2847
1	37	"NILF"	0	1.4593
1	37	"UNEMP"	0	2.0203
1	38	"EMP"	0	2.2676
1	38	"NILF"	0	1.5512
1	38	"UNEMP"	0	1.9477
1	39	"EMP"	0	2.0836
1	39	"NILF"	0	1.4825
1	39	"UNEMP"	0	2.5683
1	40	"EMP"	0	1.899
1	40	"NILF"	0	1.5551
1	40	"UNEMP"	0	1.9869
1	41	"EMP"	0	1.7531
1	41	"NILF"	0	1.3596
1	41	"UNEMP"	0	2.1128
1	42	"EMP"	0	1.7079
1	42	"NILF"	0	1.2538
1	42	"UNEMP"	0	1.5505
1	43	"EMP"	0	1.4463
1	43	"NILF"	0	1.1683
1	43	"UNEMP"	0	1.6484
1	44	"EMP"	0	1.3563
1	44	"NILF"	0	1.5589
1	44	"UNEMP"	0	1.4796
1	45	"EMP"	0	1.3797
1	45	"NILF"	0	1.3559
1	45	"UNEMP"	0	1.1359
1	46	"EMP"	0	1.3239
1	46	"NILF"	0	1.2105
1	46	"UNEMP"	0	1.3715
1	47	"EMP"	0	1.2943
1	47	"NILF"	0	1.2636
1	47	"UNEMP"	0	1.0136
1	48	"EMP"	0	1.1006
1	48	"NILF"	0	1.2107
1	48	"UNEMP"	0	1.405
1	49	"EMP"	0	1.1376
1	49	"NILF"	0	1.4244
1	49	"UNEMP"	0	1.2925
1	50	"EMP"	0	0.9693
1	50	"NILF"	0	1.194
1	50	"UNEMP"	0	1.0831
1	51	"EMP"	0	0.9602
1	51	"NILF"	0	1.2959
1	51	"UNEMP"	0	1.076
1	52	"EMP"	0	0.8623
1	52	"NILF"	0	1.0791
1	52	"UNEMP"	0	0.5549
1	53	"EMP"	0	0.8156
1	53	"NILF"	0	1.0442
1	53	"UNEMP"	0	0.7285
1	54	"EMP"	0	0.8209
1	54	"NILF"	0	1.3497
1	54	"UNEMP"	0	0.8489
1	55	"EMP"	0	0.6538
1	55	"NILF"	0	1.3923
1	55	"UNEMP"	0	0.4364
1	56	"EMP"	0	0.5851
1	56	"NILF"	0	1.4173
1	56	"UNEMP"	0	0.532
1	57	"EMP"	0	0.5979
1	57	"NILF"	0	1.4313
1	57	"UNEMP"	0	0.5511
1	58	"EMP"	0	0.4598
1	58	"NILF"	0	1.3652
1	58	"UNEMP"	0	0.4255
1	59	"EMP"	0	0.3779
1	59	"NILF"	0	1.4861
1	59	"UNEMP"	0	0.5471
1	60	"EMP"	0	0.3669
1	60	"NILF"	0	1.5097
1	60	"UNEMP"	0	0.3633
1	61	"EMP"	0	0.3041
1	61	"NILF"	0	1.6336
1	61	"UNEMP"	0	0.2744
1	62	"EMP"	0	0.2122
1	62	"NILF"	0	1.6473
1	62	"UNEMP"	0	0.1996
1	63	"EMP"	0	0.1971
1	63	"NILF"	0	1.5661
1	63	"UNEMP"	0	0.3354
1	64	"EMP"	0	0.143
1	64	"NILF"	0	1.6201
1	64	"UNEMP"	0	0.1684
1	65	"EMP"	0	0.1343
1	65	"NILF"	0	1.5201
1	65	"UNEMP"	0	0.0958
1	66	"EMP"	0	0.1157
1	66	"NILF"	0	1.4402
1	66	"UNEMP"	0	0.066
1	67	"EMP"	0	0.0989
1	67	"NILF"	0	1.3319
1	67	"UNEMP"	0	0.061
1	68	"EMP"	0	0.056
1	68	"NILF"	0	1.0805
1	68	"UNEMP"	0	0.0527
1	69	"EMP"	0	0.0556
1	69	"NILF"	0	0.8651
1	69	"UNEMP"	0	0.1121
1	70	"EMP"	0	0.0448
1	70	"NILF"	0	1.0428
1	70	"UNEMP"	0	0.0116
1	71	"EMP"	0	0.0317
1	71	"NILF"	0	0.8211
1	71	"UNEMP"	0	0.0471
1	72	"EMP"	0	0.0243
1	72	"NILF"	0	0.8716
1	72	"UNEMP"	0	0.0404
1	73	"EMP"	0	0.0261
1	73	"NILF"	0	0.729
1	73	"UNEMP"	0	0.065
1	74	"EMP"	0	0.0204
1	74	"NILF"	0	0.7819
1	74	"UNEMP"	0	0.0279
1	75	"EMP"	0	0.0124
1	75	"NILF"	0	0.6354
1	75	"UNEMP"	0	0.0348
1	76	"EMP"	0	0.0161
1	76	"NILF"	0	0.5654
1	76	"UNEMP"	0	0.0603
1	77	"EMP"	0	0.0124
1	77	"NILF"	0	0.5261
1	78	"EMP"	0	0.0087
1	78	"NILF"	0	0.4855
1	78	"UNEMP"	0	0.0088
1	79	"EMP"	0	0.0045
1	79	"NILF"	0	0.297
1	79	"UNEMP"	0	0.0554
1	80	"EMP"	0	0.0064
1	80	"NILF"	0	0.4027
1	81	"EMP"	0	0.004
1	81	"NILF"	0	0.4048
1	82	"EMP"	0	0.0031
1	82	"NILF"	0	0.3108
1	83	"EMP"	0	0.0021
1	83	"NILF"	0	0.3873
1	84	"EMP"	0	0.0029
1	84	"NILF"	0	0.2575
1	85	"EMP"	0	0.0007
1	85	"NILF"	0	0.217
1	86	"EMP"	0	0.0011
1	86	"NILF"	0	0.141
1	86	"UNEMP"	0	0.0116
1	87	"EMP"	0	0.0005
1	87	"NILF"	0	0.0442
1	88	"NILF"	0	0.0841
1	89	"EMP"	0	0.0004
1	89	"NILF"	0	0.0471
1	90	"EMP"	0	0.0007
1	90	"NILF"	0	0.1001
1	91	"NILF"	0	0.0586
1	92	"EMP"	0	0.0014
1	92	"NILF"	0	0.0549
1	93	"EMP"	0	0.0008
1	93	"NILF"	0	0.0477
1	93	"UNEMP"	0	0.013
1	94	"NILF"	0	0.0395
2	15	"EMP"	0	0.0347
2	15	"NILF"	0	0.5158
2	15	"UNEMP"	0	0.2462
2	16	"EMP"	0	0.183
2	16	"NILF"	0	0.8468
2	16	"UNEMP"	0	0.7413
2	17	"EMP"	0	0.4479
2	17	"NILF"	0	1.354
2	17	"UNEMP"	0	1.493
2	18	"EMP"	0	1.1052
2	18	"NILF"	0	2.6914
2	18	"UNEMP"	0	3.1173
2	19	"EMP"	0	1.8509
2	19	"NILF"	0	3.5431
2	19	"UNEMP"	0	4.1861
2	20	"EMP"	0	2.4591
2	20	"NILF"	0	4.0211
2	20	"UNEMP"	0	4.0129
2	21	"EMP"	0	3.3457
2	21	"NILF"	0	4.4097
2	21	"UNEMP"	0	5.4126
2	22	"EMP"	0	4.2631
2	22	"NILF"	0	4.8728
2	22	"UNEMP"	0	5.1217
2	23	"EMP"	0	4.7953
2	23	"NILF"	0	5.0134
2	23	"UNEMP"	0	5.1626
2	24	"EMP"	0	5.302
2	24	"NILF"	0	5.1559
2	24	"UNEMP"	0	5.1453
2	25	"EMP"	0	5.7361
2	25	"NILF"	0	4.996
2	25	"UNEMP"	0	5.0885
2	26	"EMP"	0	5.9318
2	26	"NILF"	0	5.1944
2	26	"UNEMP"	0	5.2984
2	27	"EMP"	0	5.7459
2	27	"NILF"	0	4.1947
2	27	"UNEMP"	0	4.0135
2	28	"EMP"	0	5.3314
2	28	"NILF"	0	3.794
2	28	"UNEMP"	0	4.1979
2	29	"EMP"	0	5.0009
2	29	"NILF"	0	3.6457
2	29	"UNEMP"	0	3.2941
2	30	"EMP"	0	4.5404
2	30	"NILF"	0	3.072
2	30	"UNEMP"	0	3.5694
2	31	"EMP"	0	3.8148
2	31	"NILF"	0	3.0583
2	31	"UNEMP"	0	3.7546
2	32	"EMP"	0	3.3329
2	32	"NILF"	0	2.4371
2	32	"UNEMP"	0	2.9705
2	33	"EMP"	0	3.0127
2	33	"NILF"	0	2.171
2	33	"UNEMP"	0	2.7802
2	34	"EMP"	0	2.6919
2	34	"NILF"	0	2.0032
2	34	"UNEMP"	0	2.8828
2	35	"EMP"	0	2.2632
2	35	"NILF"	0	1.8825
2	35	"UNEMP"	0	1.7609
2	36	"EMP"	0	2.1904
2	36	"NILF"	0	1.5593
2	36	"UNEMP"	0	2.1195
2	37	"EMP"	0	1.9851
2	37	"NILF"	0	1.5491
2	37	"UNEMP"	0	1.4149
2	38	"EMP"	0	1.8582
2	38	"NILF"	0	1.423
2	38	"UNEMP"	0	1.7917
2	39	"EMP"	0	1.7891
2	39	"NILF"	0	1.4036
2	39	"UNEMP"	0	1.9725
2	40	"EMP"	0	1.6953
2	40	"NILF"	0	1.1901
2	40	"UNEMP"	0	1.3774
2	41	"EMP"	0	1.6003
2	41	"NILF"	0	1.1819
2	41	"UNEMP"	0	2.021
2	42	"EMP"	0	1.5721
2	42	"NILF"	0	1.1346
2	42	"UNEMP"	0	1.4518
2	43	"EMP"	0	1.3639
2	43	"NILF"	0	1.0515
2	43	"UNEMP"	0	1.3082
2	44	"EMP"	0	1.3796
2	44	"NILF"	0	0.9516
2	44	"UNEMP"	0	1.2807
2	45	"EMP"	0	1.1766
2	45	"NILF"	0	0.9662
2	45	"UNEMP"	0	0.9795
2	46	"EMP"	0	1.2156
2	46	"NILF"	0	0.885
2	46	"UNEMP"	0	1.1809
2	47	"EMP"	0	1.1919
2	47	"NILF"	0	0.8499
2	47	"UNEMP"	0	0.9234
2	48	"EMP"	0	0.9935
2	48	"NILF"	0	0.9747
2	48	"UNEMP"	0	1.0318
2	49	"EMP"	0	1.1084
2	49	"NILF"	0	1.0033
2	49	"UNEMP"	0	0.8981
2	50	"EMP"	0	0.9511
2	50	"NILF"	0	0.7746
2	50	"UNEMP"	0	0.9871
2	51	"EMP"	0	0.9065
2	51	"NILF"	0	0.7666
2	51	"UNEMP"	0	0.7059
2	52	"EMP"	0	0.8297
2	52	"NILF"	0	0.835
2	52	"UNEMP"	0	0.7232
2	53	"EMP"	0	0.7803
2	53	"NILF"	0	0.7289
2	53	"UNEMP"	0	0.5481
2	54	"EMP"	0	0.6587
2	54	"NILF"	0	0.7465
2	54	"UNEMP"	0	0.5209
2	55	"EMP"	0	0.5625
2	55	"NILF"	0	0.6104
2	55	"UNEMP"	0	0.5287
2	56	"EMP"	0	0.6034
2	56	"NILF"	0	0.6684
2	56	"UNEMP"	0	0.3215
2	57	"EMP"	0	0.4724
2	57	"NILF"	0	0.6136
2	57	"UNEMP"	0	0.2219
2	58	"EMP"	0	0.3971
2	58	"NILF"	0	0.5944
2	58	"UNEMP"	0	0.3261
2	59	"EMP"	0	0.2997
2	59	"NILF"	0	0.5544
2	59	"UNEMP"	0	0.2996
2	60	"EMP"	0	0.2938
2	60	"NILF"	0	0.6431
2	60	"UNEMP"	0	0.1662
2	61	"EMP"	0	0.1761
2	61	"NILF"	0	0.7224
2	61	"UNEMP"	0	0.1816
2	62	"EMP"	0	0.1674
2	62	"NILF"	0	0.6733
2	62	"UNEMP"	0	0.0814
2	63	"EMP"	0	0.1412
2	63	"NILF"	0	0.6113
2	63	"UNEMP"	0	0.0437
2	64	"EMP"	0	0.101
2	64	"NILF"	0	0.5513
2	64	"UNEMP"	0	0.0335
2	65	"EMP"	0	0.0697
2	65	"NILF"	0	0.537
2	65	"UNEMP"	0	0.0656
2	66	"EMP"	0	0.0565
2	66	"NILF"	0	0.4952
2	67	"EMP"	0	0.0442
2	67	"NILF"	0	0.4193
2	67	"UNEMP"	0	0.0361
2	68	"EMP"	0	0.0408
2	68	"NILF"	0	0.3891
2	68	"UNEMP"	0	0.0203
2	69	"EMP"	0	0.0307
2	69	"NILF"	0	0.4151
2	70	"EMP"	0	0.0232
2	70	"NILF"	0	0.39
2	70	"UNEMP"	0	0.0435
2	71	"EMP"	0	0.0243
2	71	"NILF"	0	0.2804
2	71	"UNEMP"	0	0.0068
2	72	"EMP"	0	0.0198
2	72	"NILF"	0	0.3007
2	72	"UNEMP"	0	0.0133
2	73	"EMP"	0	0.0075
2	73	"NILF"	0	0.2014
2	73	"UNEMP"	0	0.0477
2	74	"EMP"	0	0.0059
2	74	"NILF"	0	0.1762
2	75	"EMP"	0	0.0113
2	75	"NILF"	0	0.1944
2	76	"EMP"	0	0.0029
2	76	"NILF"	0	0.1213
2	77	"EMP"	0	0.0077
2	77	"NILF"	0	0.1222
2	78	"EMP"	0	0.0012
2	78	"NILF"	0	0.1058
2	78	"UNEMP"	0	0.0557
2	79	"EMP"	0	0.001
2	79	"NILF"	0	0.1252
2	80	"EMP"	0	0.0004
2	80	"NILF"	0	0.1392
2	81	"EMP"	0	0.0032
2	81	"NILF"	0	0.0868
2	82	"NILF"	0	0.0968
2	83	"NILF"	0	0.0651
2	84	"NILF"	0	0.0286
2	85	"NILF"	0	0.047
2	85	"UNEMP"	0	0.0209
2	86	"NILF"	0	0.0196
2	87	"NILF"	0	0.0113
2	88	"NILF"	0	0.0429
2	89	"NILF"	0	0.0225
2	90	"NILF"	0	0.0109
2	91	"NILF"	0	0.0145
2	92	"NILF"	0	0.0125
2	93	"NILF"	0	0.0181
2	94	"NILF"	0	0.0201
1	14	"A"	1	0.0105
1	15	"A"	1	0.368
1	15	"B"	1	0.7705
1	15	"N"	1	0.976
1	15	"W"	1	0.3255
1	16	"A"	1	0.0968
1	16	"B"	1	0.4679
1	16	"N"	1	1.1092
1	16	"W"	1	0.3069
1	17	"A"	1	0.3598
1	17	"B"	1	0.395
1	17	"N"	1	0.3499
1	17	"W"	1	0.483
1	18	"A"	1	0.6628
1	18	"B"	1	0.9493
1	18	"N"	1	1.6201
1	18	"W"	1	1.1377
1	19	"A"	1	0.817
1	19	"B"	1	1.6464
1	19	"N"	1	3.602
1	19	"W"	1	1.764
1	20	"A"	1	1.2771
1	20	"B"	1	2.378
1	20	"N"	1	3.0136
1	20	"W"	1	2.524
1	21	"A"	1	1.4096
1	21	"B"	1	2.8731
1	21	"N"	1	6.1106
1	21	"W"	1	3.7459
1	22	"A"	1	2.2366
1	22	"B"	1	3.8753
1	22	"N"	1	5.3751
1	22	"W"	1	4.9333
1	23	"A"	1	2.9223
1	23	"B"	1	3.5332
1	23	"N"	1	7.9533
1	23	"W"	1	5.8344
1	24	"A"	1	3.9106
1	24	"B"	1	4.3308
1	24	"N"	1	6.9197
1	24	"W"	1	6.1698
1	25	"A"	1	5.3145
1	25	"B"	1	4.7116
1	25	"N"	1	4.3752
1	25	"W"	1	6.4108
1	26	"A"	1	7.8797
1	26	"B"	1	5.4035
1	26	"N"	1	4.5343
1	26	"W"	1	6.8136
1	27	"A"	1	9.5436
1	27	"B"	1	5.0304
1	27	"N"	1	4.8106
1	27	"W"	1	6.7536
1	28	"A"	1	9.7393
1	28	"B"	1	6.0227
1	28	"N"	1	4.906
1	28	"W"	1	6.3526
1	29	"A"	1	9.4852
1	29	"B"	1	5.3677
1	29	"N"	1	3.8524
1	29	"W"	1	5.9595
1	30	"A"	1	7.1921
1	30	"B"	1	4.7726
1	30	"N"	1	3.6278
1	30	"W"	1	5.4378
1	31	"A"	1	5.7521
1	31	"B"	1	4.5232
1	31	"N"	1	3.0772
1	31	"W"	1	4.8013
1	32	"A"	1	4.5035
1	32	"B"	1	4.0462
1	32	"N"	1	4.2301
1	32	"W"	1	3.878
1	33	"A"	1	3.9015
1	33	"B"	1	3.5223
1	33	"N"	1	3.6636
1	33	"W"	1	3.347
1	34	"A"	1	3.1471
1	34	"B"	1	3.4073
1	34	"N"	1	3.8504
1	34	"W"	1	2.891
1	35	"A"	1	2.869
1	35	"B"	1	3.3618
1	35	"N"	1	2.0017
1	35	"W"	1	2.4254
1	36	"A"	1	2.4727
1	36	"B"	1	3.244
1	36	"N"	1	2.8068
1	36	"W"	1	1.9618
1	37	"A"	1	1.8243
1	37	"B"	1	2.4909
1	37	"N"	1	1.465
1	37	"W"	1	1.7459
1	38	"A"	1	1.3056
1	38	"B"	1	2.531
1	38	"N"	1	1.0973
1	38	"W"	1	1.5856
1	39	"A"	1	1.4156
1	39	"B"	1	2.0807
1	39	"N"	1	1.2881
1	39	"W"	1	1.4145
1	40	"A"	1	1.222
1	40	"B"	1	1.8076
1	40	"N"	1	0.98
1	40	"W"	1	1.2871
1	41	"A"	1	1.092
1	41	"B"	1	1.437
1	41	"N"	1	1.0675
1	41	"W"	1	0.9541
1	42	"A"	1	0.9111
1	42	"B"	1	1.3284
1	42	"N"	1	1.5147
1	42	"W"	1	0.8602
1	43	"A"	1	0.8498
1	43	"B"	1	1.4794
1	43	"N"	1	1.0854
1	43	"W"	1	0.7004
1	44	"A"	1	0.5935
1	44	"B"	1	0.877
1	44	"N"	1	1.8666
1	44	"W"	1	0.6301
1	45	"A"	1	0.5189
1	45	"B"	1	1.2959
1	45	"W"	1	0.6788
1	46	"A"	1	0.4644
1	46	"B"	1	1.1655
1	46	"N"	1	0.1193
1	46	"W"	1	0.5952
1	47	"A"	1	0.4632
1	47	"B"	1	0.9459
1	47	"N"	1	1.8248
1	47	"W"	1	0.5025
1	48	"A"	1	0.4469
1	48	"B"	1	0.9127
1	48	"N"	1	0.9144
1	48	"W"	1	0.4851
1	49	"A"	1	0.3233
1	49	"B"	1	0.9006
1	49	"N"	1	1.0814
1	49	"W"	1	0.4398
1	50	"A"	1	0.2624
1	50	"B"	1	0.687
1	50	"N"	1	0.0298
1	50	"W"	1	0.3725
1	51	"A"	1	0.3449
1	51	"B"	1	0.739
1	51	"N"	1	0.5427
1	51	"W"	1	0.3469
1	52	"A"	1	0.3119
1	52	"B"	1	0.5291
1	52	"N"	1	0.0656
1	52	"W"	1	0.2903
1	53	"A"	1	0.1051
1	53	"B"	1	0.4311
1	53	"N"	1	0.2882
